day,time,str
20151008,450,11000100001010001000
20151008,451,11000100011010001100
20151008,452,11000000011010011100
20151008,453,11000100000011001100
20151008,454,11000100011001001100
20151008,455,11010010011011011100
20151008,456,11010110001011001100
20151008,457,11000110001000011100
20151008,458,11100010001010001100
20151008,459,11000010001010001100
20151008,460,11000100000011011110
20151008,461,11000000011010011100
20151008,462,11000010011011011100
20151008,463,00000011011011001110
20151008,464,10000001011111011110
20151008,465,10000111011111001110
20151008,466,01000000011111001110
20151008,467,11000111011011001100
