day,time,str
20151030,487,00010100011111010101
20151030,488,00000000001111011100
20151030,489,00000100001101010100
20151030,490,00000110001101000100
20151030,491,00000100001101010100
20151030,492,00000100001111010100
20151030,493,00000110011111010100
20151030,494,00000000001101010100
20151030,495,00000000001101010100
20151030,496,00000100001111000100
20151030,497,00000000011101010100
20151030,498,00000100001101010100
20151030,499,00100110001101010000
20151030,500,00000100001101010100
20151030,501,00000100001101010111
20151030,502,10000100011101010111
20151030,503,10000100011101010110
20151030,504,00000110011101010111
20151030,505,00000100011101010111
20151030,506,00000100011101010101
20151030,507,00000100011101010101
20151030,508,00000100011101010101
20151030,509,10000100011001010100
